date,median_pred_mwh,p10_mwh,p50_mwh,p90_mwh
2025-11-29,2999633.5037938366,2835749.6292849355,3006804.1551349307,3159901.084634928
2025-11-30,3060368.731590271,2853947.6462313724,3042152.725431365,3209504.531331369
2025-12-01,3035109.348080142,2898038.6818712377,3042153.5349212354,3178886.4992212374
2025-12-02,3006279.9379416457,2853290.5482827416,3016167.3562827436,3154626.829282744
2025-12-03,3022179.6388493767,2875915.8624404753,3038318.740440469,3182447.219690468
2025-12-04,2984478.215751782,2843662.341542879,2991532.4978428804,3120301.432042879
2025-12-05,3097620.346974314,2962318.42781541,3102951.5585654085,3240605.6418154095
2025-12-06,3084836.163252058,2884626.851343153,3068741.6585931517,3210644.2115931506
2025-12-07,3092810.15317439,2963575.4551154836,3115442.558765486,3261561.0020154836
2025-12-08,3141554.9964501387,2998461.533941235,3163619.203041237,3293061.1352912313
2025-12-09,3033130.2592162983,2858577.6089573973,3036292.0500573954,3202079.9038573927
2025-12-10,3097248.8107208232,2939083.615061919,3107201.64431192,3256465.7272619186
2025-12-11,3142936.7150236303,2989479.460814726,3157497.7718647216,3292045.8866147287
2025-12-12,3068397.703786435,2920636.268327533,3077542.2396275285,3237270.339377529
2025-12-13,3145200.4334825343,3003341.0468236315,3141555.816573629,3293802.731523632
2025-12-14,3100983.047576983,2943315.0124180797,3119160.468668081,3243968.3424180783
2025-12-15,3175946.380252328,3047900.7547934214,3190162.9893434225,3327786.610393422
2025-12-16,3067568.5123047936,2919289.4962458913,3063277.4733958878,3203218.866045892
2025-12-17,3118445.408842055,2982714.019183151,3150648.3464331506,3257645.0413831505
2025-12-18,3066967.6755221877,2918517.1217632852,3083070.099363281,3217931.7614632826
2025-12-19,3119684.5661915755,2937249.4633826693,3125769.283282674,3251435.2619326687
2025-12-20,3074666.057423557,2911816.6597646563,3074362.4550146526,3210695.636114654
2025-12-21,3142812.4602458877,2981641.1735869865,3166211.4723369824,3310438.2505869837
2025-12-22,3100205.404559998,2959850.3876510942,3093761.2956510913,3267809.3554010983
2025-12-23,3136434.0497429427,2987465.91538404,3142257.857584041,3293090.1560840383
2025-12-24,3071855.4524019146,2918866.0627430105,3068544.083743009,3188997.888543014
2025-12-25,3123193.057495271,2962407.516836368,3122889.4550863663,3261371.2952863663
2025-12-26,3112770.8249328737,2979039.3306739684,3126987.434023969,3269590.9693239694
2025-12-27,3169881.2230862277,3050321.451477321,3168162.6696773227,3306336.7911273246
2025-12-28,3123822.346107538,2988349.4577986333,3122103.792698633,3254235.4809486354
2025-12-29,3122243.94987418,2961072.6632152786,3130645.075465274,3257862.6886652773
2025-12-30,3100005.4025523257,2959382.682893423,3109521.3796434216,3248607.7005934236
2025-12-31,3167661.6788249975,2986947.209166091,3167059.8741660924,3303453.2801660937
